uuid	text
ca6edbcc-3073-4c22-a3af-c337a752f2ad	Use constructor calls in contexts other than assignments.
cab796ae-54fa-4e72-a580-3094c3887fdc	Write code to traverse an array.
caea1f1a-93dd-4eb0-aaa5-bc1f26f25589	Demonstrate insertion sort with cards
cb0a58e0-d134-4fd4-b012-9c9f09a91077	"Define ""abstraction"""
cb9aac7f-f39e-4c2e-8e54-4ed8d7ecf84c	Translate code between compound operators and not (incl. ++ & --)
cbba7eb7-b718-404d-8b41-f5daa1ea438a	Write code that uses enhanced for loops with ArrayLists
cbf19072-c507-4d41-b497-dad0d8a2120f	Write code to access individual rows of a 2D array
ccf868b7-a891-4d1f-9b72-b1baa696cc73	Identify the scope of local variables
ccfc9a22-9975-4c98-9c7f-7e44ff749957	Trace the execution of code involving method calls.
cfa1ab16-abf9-445e-9c3b-445ec5720d24	Explain why equals probably doesn't do what we want with arrays.
d053b062-2114-4d6a-be03-03bc617fbbd0	Write void methods that have external side effects
d09b3bdd-c25e-4b03-b84f-58978ca795a8	Explain why even within the same class we cannot invoke instance methods from a static method with some variable holding an instance of the class.
d09c309c-0010-4eca-a981-8febe389caf1	Describe the three basic building blocks of algorithms
d1819054-ecd6-4245-9f79-a3b420db8ff3	Explain 2-3 uses of the remainder operator
d229b371-7bef-4d2f-9a7d-d45a6a1fab3c	State the import statement needed to use ArrayList
d248bfa2-1699-4b54-86bb-b2cab6ce0c58	List the default values for uninitialized instance variables
d2aeca50-d573-490f-8650-c31d197dbcef	Trace the execution of a for loop including the 3 header clauses
d2c85272-cb3d-44cd-9cbf-0c7118fb0aa8	Write recursive methods over ints, Strings, arrays, and ArrayLists
d33c5576-142a-4dce-b9a8-be82b9547a50	Explain how method calls affect the flow of control.
d3c5c770-56b6-46f1-8179-ba04f812027e	Explain code that uses post-increment and decrement operators.
d3d37147-b4d5-433f-a030-66e4f4593c4a	Write code that uses variables of type String
d42c327b-63eb-4f50-9496-f4f492aa745c	Write an any/some loop
d4cbd23c-652d-4acd-a7ae-387b31a0b7b9	Write code to rotate elements one position left or right
d5b69206-9001-423e-a5b9-f52d95a7932d	Use comments to temporarily disable chunks of code.
d5d4eaf9-1963-4fbb-a03b-a57f774b3e95	Describe the limits of ints, doubles, and booleans.
d60ca895-44a6-46a6-92b1-d3ac66088ab9	Write merge sort
d68a8ef4-5121-4f80-8a8c-fcdfeb2f5eeb	Write code to call instance methods
d718aba6-c442-4a77-be40-4b78bdedb0fb	Identify the component type of 1- and 2-d array types
d7660866-2beb-492e-8b30-394dec57ad9a	Trace code that uses nested `if` statements.
d7b17b6d-3e5f-4aa3-8623-31923f9eb3aa	Explain how repetition changes control flow
d8dba558-f3ea-4a32-a0a6-c5835ec40c7c	Write code to create an array with an array creation expression
d8ef5bfe-1aac-487e-b668-ce0cc675f531	Distinguish between an index variable and a value.
d9e7d50f-26ea-494e-b5f5-df68d4a560c3	Write correct overriding to String methods.
dbe4a24c-3c91-4158-acd6-4883fdf6b094	Explain how selection changes control flow
dc9b5a5b-7794-4204-85c8-1c7dac392fd1	Distinguish between = and == and !=
dcad7127-4cd9-4188-bc76-fb1565c4ff94	Explain the difference between Object.equals & String.equals.
ddb7262e-ac0a-4e1b-bfd3-2a4e9122fa69	Write code using standard loop algorithms over all elements of 2D array
deae6886-54fd-42d6-8e83-a60a6ad85afa	Calculate the result of code with consecutive ifs vs else if
e0210d61-da38-47bc-85a8-709cd57366a7	Write code that uses `if`/`else if`/`else` chains to create multiway branches.
e025a9dc-10a4-4a8f-82b9-2dd3f9897a2a	Explain why instance variables should usually be private.
e072a833-32a6-480b-9b08-0306dcff3aa4	Explain why Scanner.nextLine and other next methods interact badly
e0a704d4-00ac-4146-935d-45418c052106	Translate between regular and enhanced for loops
e175445c-72fb-4d00-b7fd-7154af16fe10	"Define a ""class invariant"""
e386c282-320d-42cb-85c3-091a40e01b41	Write a `void` method.
e55035d8-41af-4a08-9e60-6df19353a201	Distinguish between syntax, run-time, and logic errors.
e6fa01e5-99b3-430a-ba2c-7bb3ab759f41	Explain integer overflow: both when & why it occurs.
e80318fe-b5f1-4cfe-bbe0-f48ebdc60212	Define preconditions.
e8d29d8f-1bb2-4cb9-af9f-d1227eea3daa	Explain passing references as arguments in terms of the call stack
e906cc04-34ce-47cf-b95e-9d088bf3bf1f	Explain the relationship between + and toString
e9f80d45-c7e9-49b6-9582-e5d458f66dec	Write static methods that access static member variables.
ea8eac0a-8200-4e67-9bf6-5d572f88e791	Explain how procedural abstraction simplifies code.
eafc7dc4-52ec-48fa-abaf-c6be04ba5e56	Explain why we should never use == & != with booleans
eb1d85fb-6364-4431-9992-c8760cc3c2d2	Describe ways software or operation failures can compromise privacy
eb6f2c42-225a-4329-8fd7-616436b19874	Calculate the String and int values returned by String method calls
ebeeec2d-a7fe-4a22-abc9-9a9f9a904925	Translate code that uses autoboxing/unboxing to explicit boxing.
ed5c52ed-e90e-4187-b2c0-b9c3c32c16eb	Compile and run HelloWorld.java
eec94a13-b072-4718-a50b-2e037b87f85b	Write a finding loop
eed0d672-c325-43b4-bee8-11765ed54302	Write a filtering loop with an ArrayList (copying)
ef0b1e3b-5907-4e83-acd1-023782f88b3e	Describe how instance variables are used by instance methods.
efabfb97-2ae6-490b-b611-52503a122a67	Explain the purpose of the null value
efacbc6b-92ab-4b72-a2ae-62f159c5cd9d	State why we can use the String class anywhere.
f04d0b75-6470-40d7-a5c2-99f6bf688fc9	Explain the consequences of passing mutable types by reference
f057a634-a914-4c1c-92de-3b90c65784b0	Write string literals with escape characters
f087a331-ec11-4b7c-a4fa-c0041554a439	Write code to process all pairs of elements in an array, unordered
f08c561d-7f2a-4a33-a57c-e36cc86570b6	Explain the purpose of an open source license.
f092c747-a948-4d6b-9880-07f3a7665811	Write multi-way selections with if/else if/else
f0a9471a-f6d9-4abc-8c70-b0898ab65245	Identify correct & incorrect calls to a constructor based on arg types.
f0f814d7-5566-40a6-a793-4c78e31b0225	Write constructors that use the this. idiom.
f2a0af02-6ce8-4298-946f-b4190cd77b4c	State what constructor a class has that doesn't contain an explicit constructor
f2fbf5d0-f164-4c8d-9cbd-3355be4e4845	Describe the differences between methods and constructors.
f3449277-7275-4bda-8e58-eea5bcd5c84a	Distinguish between variables and values.
f5ade4b8-e763-4300-abd1-3113fc3ceef6	Describe an algorithm that combines sequencing, selection, and repetition.
f5f769b1-c0a9-4064-bed9-676968202b2c	Distinguish between the two ways of allocating an array with new
f6387f15-724b-4a37-b59f-d03fd7cf667c	Write code to apply a linear search over a 2d array, row by row and then column by column.
f6ad7343-dbce-4f90-a9a7-af560e28beb2	List some situations when Java will throw a runtime Exception
f6cfcc43-c108-47e5-af2e-3c1e1f2c033c	Write code that uses the length property of an array
f7838278-1021-4a60-bac0-04dca55101a4	Write a class with at least one `public` constructor.
f975c236-65eb-4146-acf9-720fa30ebafd	Explain the purpose of closing a Scanner.
f9f236f7-c6bf-4079-a579-14fa962f72d9	"State when double contagion (""zombification"") occurs."
fa610165-de88-4157-95bc-9a5c58e7020f	Explain the difference between a primitive and a reference type in terms of the stack and the heap.
fa78c533-f027-4d2d-9300-f498b81061a3	Write code that uses String length
fad5a542-bf14-4bc1-8c70-a650b66ed2d9	Explain the difference between allocating & initializing an object.
fbcddacd-3a38-4090-b035-cdac09ef9754	State when you might want an infinite loop
fc0d7231-90a5-4083-ad02-4846e3521aa1	Identify infinite while loops
fc34fcf4-587c-4764-83a6-ecadf0f2d348	Write correct calls to a static method from outside the class.
fcaba247-6c05-446e-8359-d2195ea9e38c	List the purpose or purposes of each punctuation character.
fd15949f-da5a-4244-9951-16165ff2dfd9	Explain the use of short circuiting boolean operators
fe425cd1-f384-4410-8683-40346dabcaf7	Explain the difference between parseInt(s.nextLine()) & s.nextInt()
fefc1d21-bb1f-4c81-a65b-dc228b23246a	"Match ""selection"" with decisions and ""repetition"" with looping"
ff94b73a-a101-4815-9f0c-fe262f7dff72	Explain why code in an enhanced for loop can't modify the array
